
CELSO MALDANER;141405.0;MDB;SC;1;29005.76000000001;M;22.0
CELSO MALDANER;141405.0;MDB;SC;2;42567.500000000015;M;22.0
CELSO MALDANER;141405.0;MDB;SC;3;34449.81;M;22.0
CELSO MALDANER;141405.0;MDB;SC;4;39704.950000000004;M;22.0
CELSO MALDANER;141405.0;MDB;SC;5;37020.93999999999;M;22.0
CELSO MALDANER;141405.0;MDB;SC;6;23725.719999999998;M;22.0
CELSO MALDANER;141405.0;MDB;SC;7;26732.209999999995;M;22.0
CELSO MALDANER;141405.0;MDB;SC;8;26096.629999999994;M;22.0
CELSO MALDANER;141405.0;MDB;SC;9;22296.760000000002;M;22.0
CELSO MALDANER;141405.0;MDB;SC;10;24678.69;M;22.0
CELSO MALDANER;141405.0;MDB;SC;11;36044.259999999995;M;22.0
CELSO MALDANER;141405.0;MDB;SC;12;59744.750000000015;M;22.0
EDINHO BEZ;73793.0;MDB;SC;1;20261.370000000003;M;9.0
EDINHO BEZ;73793.0;MDB;SC;2;54777.03;M;9.0
EDINHO BEZ;73793.0;MDB;SC;3;37422.840000000004;M;9.0
EDINHO BEZ;73793.0;MDB;SC;4;37598.330000000016;M;9.0
EDINHO BEZ;73793.0;MDB;SC;5;59455.73000000002;M;9.0
EDINHO BEZ;73793.0;MDB;SC;6;24778.710000000003;M;9.0
EDINHO BEZ;73793.0;MDB;SC;7;43335.12;M;9.0
EDINHO BEZ;73793.0;MDB;SC;8;34228.47;M;9.0
EDINHO BEZ;73793.0;MDB;SC;9;30125.359999999997;M;9.0
EDINHO BEZ;73793.0;MDB;SC;10;36859.92999999999;M;9.0
EDINHO BEZ;73793.0;MDB;SC;11;41456.509999999995;M;9.0
EDINHO BEZ;73793.0;MDB;SC;12;29121.850000000006;M;9.0
MAURO MARIANI;141507.0;MDB;SC;1;18690.520000000004;M;5.0
MAURO MARIANI;141507.0;MDB;SC;2;25036.48999999999;M;5.0
MAURO MARIANI;141507.0;MDB;SC;3;42641.539999999964;M;5.0
MAURO MARIANI;141507.0;MDB;SC;4;46351.52999999995;M;5.0
MAURO MARIANI;141507.0;MDB;SC;5;12176.439999999999;M;5.0
MAURO MARIANI;141507.0;MDB;SC;6;15768.729999999994;M;5.0
MAURO MARIANI;141507.0;MDB;SC;7;24759.31;M;5.0
MAURO MARIANI;141507.0;MDB;SC;8;18805.98;M;5.0
MAURO MARIANI;141507.0;MDB;SC;9;19730.840000000004;M;5.0
MAURO MARIANI;141507.0;MDB;SC;10;48998.6;M;5.0
MAURO MARIANI;141507.0;MDB;SC;11;51642.63;M;5.0
MAURO MARIANI;141507.0;MDB;SC;12;39811.99999999999;M;5.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;1;15971.490000000002;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;2;47994.350000000035;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;3;32847.98000000001;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;4;35760.37000000001;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;5;25658.609999999993;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;6;21044.66;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;7;19896.770000000004;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;8;16248.499999999996;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;9;24289.309999999998;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;10;27434.690000000002;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;11;36317.92999999999;M;25.0
ROGÉRIO PENINHA MENDONÇA;160651.0;MDB;SC;12;54310.60999999995;M;25.0
RONALDO BENEDET;160515.0;MDB;SC;1;54470.930000000015;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;2;29879.22000000001;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;3;39639.990000000034;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;4;59005.46000000001;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;5;24064.829999999998;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;6;24512.449999999993;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;7;25481.289999999997;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;8;18653.280000000002;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;9;11403.260000000002;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;10;21854.84999999999;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;11;48511.93999999997;M;27.0
RONALDO BENEDET;160515.0;MDB;SC;12;49246.000000000015;M;27.0
VALDIR COLATTO;74010.0;MDB;SC;1;26047.119999999995;M;2.0
VALDIR COLATTO;74010.0;MDB;SC;2;33725.45;M;2.0
VALDIR COLATTO;74010.0;MDB;SC;3;43390.48000000002;M;2.0
VALDIR COLATTO;74010.0;MDB;SC;4;1628.5899999999997;M;2.0
VALDIR COLATTO;74010.0;MDB;SC;5;-210.98;M;2.0

ESPERIDIÃO AMIN;160649.0;PP;SC;1;18189.779999999995;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;2;37560.17000000001;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;3;34041.62999999999;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;4;32678.159999999996;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;5;32528.879999999994;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;6;23513.05;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;7;24750.390000000003;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;8;18334.77;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;9;12672.25;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;10;23822.52999999999;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;11;37010.69999999999;M;41.0
ESPERIDIÃO AMIN;160649.0;PP;SC;12;44501.239999999976;M;41.0
JORGE BOEIRA;74388.0;PP;SC;1;1041.48;M;16.0
JORGE BOEIRA;74388.0;PP;SC;2;7966.93;M;16.0
JORGE BOEIRA;74388.0;PP;SC;3;4291.13;M;16.0
JORGE BOEIRA;74388.0;PP;SC;7;8721.85;M;16.0
JORGE BOEIRA;74388.0;PP;SC;8;6429.950000000001;M;16.0
JORGE BOEIRA;74388.0;PP;SC;9;4633.85;M;16.0
JORGE BOEIRA;74388.0;PP;SC;10;9208.75;M;16.0
JORGE BOEIRA;74388.0;PP;SC;11;14160.960000000003;M;16.0
JORGE BOEIRA;74388.0;PP;SC;12;6911.800000000001;M;16.0
JOÃO PIZZOLATTI;73874.0;PP;SC;1;25893.379999999997;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;2;31739.48;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;3;43977.280000000006;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;4;39351.650000000016;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;5;19889.07;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;6;34946.67;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;7;33521.76;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;8;23806.52;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;9;53879.209999999985;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;10;10099.009999999998;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;11;27728.609999999986;M;17.0
JOÃO PIZZOLATTI;73874.0;PP;SC;12;18418.020000000004;M;17.0

CARMEN ZANOTTO;164360.0;PPS;SC;1;10831.34;F;42
CARMEN ZANOTTO;164360.0;PPS;SC;2;27144.679999999997;F;42
CARMEN ZANOTTO;164360.0;PPS;SC;3;51331.73000000001;F;42
CARMEN ZANOTTO;164360.0;PPS;SC;4;2645.5;F;42

JORGINHO MELLO;160509.0;PR;SC;1;30139.879999999983;M;27
JORGINHO MELLO;160509.0;PR;SC;2;39524.030000000006;M;27
JORGINHO MELLO;160509.0;PR;SC;3;34941.57000000001;M;27
JORGINHO MELLO;160509.0;PR;SC;4;39844.17000000002;M;27
JORGINHO MELLO;160509.0;PR;SC;5;41927.450000000026;M;27
JORGINHO MELLO;160509.0;PR;SC;6;26895.59999999999;M;27
JORGINHO MELLO;160509.0;PR;SC;7;25536.18;M;27
JORGINHO MELLO;160509.0;PR;SC;8;14526.800000000001;M;27
JORGINHO MELLO;160509.0;PR;SC;9;22305.249999999996;M;27
JORGINHO MELLO;160509.0;PR;SC;10;22940.489999999998;M;27
JORGINHO MELLO;160509.0;PR;SC;11;38428.85;M;27
JORGINHO MELLO;160509.0;PR;SC;12;42394.54;M;27

PAULO BORNHAUSEN;73883.0;PSB;SC;4;28522.879999999997;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;5;30435.280000000002;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;6;35266.78000000001;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;7;28588.450000000004;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;8;34899.920000000006;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;9;10633.290000000003;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;10;29840.699999999997;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;11;45956.259999999995;M;28
PAULO BORNHAUSEN;73883.0;PSB;SC;12;54859.35;M;28

JOSÉ CARLOS VIEIRA;73875.0;PSD;SC;4;25874.179999999997;M;22.0
JOSÉ CARLOS VIEIRA;73875.0;PSD;SC;5;34514.55999999998;M;22.0
JOSÉ CARLOS VIEIRA;73875.0;PSD;SC;6;6163.19;M;22.0
JOSÉ CARLOS VIEIRA;73875.0;PSD;SC;7;41780.59000000002;M;22.0
JOSÉ CARLOS VIEIRA;73875.0;PSD;SC;12;-325.45000000000005;M;22.0
JOÃO RODRIGUES;160571.0;PSD;SC;4;17247.03;M;2.0
JOÃO RODRIGUES;160571.0;PSD;SC;5;29429.920000000006;M;2.0
JOÃO RODRIGUES;160571.0;PSD;SC;6;24084.85;M;2.0
